
number of params: 91072 
Namespace(batchsize=128, beta=0.25, dec_dropout_in=0.0, dec_dropout_out=0.0, dec_nh=64, device='cuda', embedding_dim=64, enc_dropout_in=0.0, enc_dropout_out=0.0, enc_nh=64, epochs=100, fig_path='model/vqvae/results/training/50000_instances/100epochs.png', log_path='model/vqvae/results/training/50000_instances/100epochs.log', logger=<common.utils.Logger object at 0x7fc7184d8390>, lr=0.001, maxtrnsize=50000, maxtstsize=10000, maxvalsize=10000, mname='vqvae', model=VQVAE(
  (encoder): VQVAE_Encoder(
    (embed): Embedding(39, 64)
    (lstm): LSTM(64, 64, batch_first=True)
    (dropout_in): Dropout(p=0.0, inplace=False)
  )
  (vq_layer): VectorQuantizer(
    (embedding): Embedding(10, 64)
  )
  (decoder): VQVAE_Decoder(
    (embed): Embedding(39, 64, padding_idx=0)
    (dropout_in): Dropout(p=0.0, inplace=False)
    (dropout_out): Dropout(p=0.0, inplace=False)
    (lstm): LSTM(128, 64, batch_first=True)
    (pred_linear): Linear(in_features=64, out_features=39, bias=False)
    (loss): CrossEntropyLoss()
  )
), modelname='model/vqvae/results/training/50000_instances/', ni=64, num_embeddings=10, nz=64, opt='Adam', save_path='model/vqvae/results/training/50000_instances/100epochs.pt', seq_to_no_pad='surface', surface_vocab_file='model/vqvae/data/surf.uniquesurfs.trn.txt', task='vqvae', trndata='model/vqvae/data/surf.uniquesurfs.trn.txt', trnsize=50000, tstdata='model/vqvae/data/surf.uniquesurfs.val.txt', tstsize=50000, valdata='model/vqvae/data/surf.uniquesurfs.val.txt', valsize=4000)

encoder.embed.weight, torch.Size([39, 64]): True
encoder.lstm.weight_ih_l0, torch.Size([256, 64]): True
encoder.lstm.weight_hh_l0, torch.Size([256, 64]): True
encoder.lstm.bias_ih_l0, torch.Size([256]): True
encoder.lstm.bias_hh_l0, torch.Size([256]): True
vq_layer.embedding.weight, torch.Size([10, 64]): True
decoder.embed.weight, torch.Size([39, 64]): True
decoder.lstm.weight_ih_l0, torch.Size([256, 128]): True
decoder.lstm.weight_hh_l0, torch.Size([256, 64]): True
decoder.lstm.bias_ih_l0, torch.Size([256]): True
decoder.lstm.bias_hh_l0, torch.Size([256]): True
decoder.pred_linear.weight, torch.Size([39, 64]): True
epoch: 0,  avg_loss: 3.0219, avg_recon_loss: 2.9085, avg_vq_loss: 0.1134, acc: 0.1480
val ---  avg_loss: 2.5952, avg_recon_loss: 2.5528, avg_vq_loss: 0.0424, acc: 0.2118
update best loss 

epoch: 1,  avg_loss: 2.4449, avg_recon_loss: 2.4201, avg_vq_loss: 0.0248, acc: 0.2446
val ---  avg_loss: 2.3851, avg_recon_loss: 2.3502, avg_vq_loss: 0.0349, acc: 0.2720
update best loss 

epoch: 2,  avg_loss: 2.2657, avg_recon_loss: 2.2454, avg_vq_loss: 0.0203, acc: 0.3056
val ---  avg_loss: 2.1858, avg_recon_loss: 2.1648, avg_vq_loss: 0.0210, acc: 0.3506
update best loss 

epoch: 3,  avg_loss: 2.0945, avg_recon_loss: 2.0771, avg_vq_loss: 0.0174, acc: 0.3605
val ---  avg_loss: 2.1115, avg_recon_loss: 2.1001, avg_vq_loss: 0.0114, acc: 0.3612
update best loss 

epoch: 4,  avg_loss: 2.0284, avg_recon_loss: 2.0026, avg_vq_loss: 0.0258, acc: 0.3730
val ---  avg_loss: 2.0851, avg_recon_loss: 2.0265, avg_vq_loss: 0.0586, acc: 0.3755
update best loss 

epoch: 5,  avg_loss: 2.0145, avg_recon_loss: 1.9598, avg_vq_loss: 0.0546, acc: 0.3819
val ---  avg_loss: 2.0257, avg_recon_loss: 1.9721, avg_vq_loss: 0.0536, acc: 0.3884
update best loss 

epoch: 6,  avg_loss: 1.9624, avg_recon_loss: 1.9017, avg_vq_loss: 0.0607, acc: 0.4025
val ---  avg_loss: 2.0312, avg_recon_loss: 1.9490, avg_vq_loss: 0.0823, acc: 0.4007

epoch: 7,  avg_loss: 1.9531, avg_recon_loss: 1.8635, avg_vq_loss: 0.0896, acc: 0.4177
val ---  avg_loss: 2.0074, avg_recon_loss: 1.9000, avg_vq_loss: 0.1074, acc: 0.4207
update best loss 

epoch: 8,  avg_loss: 1.9544, avg_recon_loss: 1.8351, avg_vq_loss: 0.1193, acc: 0.4277
val ---  avg_loss: 2.0380, avg_recon_loss: 1.8936, avg_vq_loss: 0.1445, acc: 0.4177

epoch: 9,  avg_loss: 1.9668, avg_recon_loss: 1.8104, avg_vq_loss: 0.1564, acc: 0.4360
val ---  avg_loss: 2.0331, avg_recon_loss: 1.8537, avg_vq_loss: 0.1794, acc: 0.4319

epoch: 10,  avg_loss: 2.0162, avg_recon_loss: 1.7912, avg_vq_loss: 0.2250, acc: 0.4417
val ---  avg_loss: 2.0947, avg_recon_loss: 1.8518, avg_vq_loss: 0.2428, acc: 0.4353

epoch: 11,  avg_loss: 2.0461, avg_recon_loss: 1.7737, avg_vq_loss: 0.2724, acc: 0.4452
val ---  avg_loss: 2.1046, avg_recon_loss: 1.8373, avg_vq_loss: 0.2673, acc: 0.4346

epoch: 12,  avg_loss: 2.0304, avg_recon_loss: 1.7590, avg_vq_loss: 0.2714, acc: 0.4480
val ---  avg_loss: 2.1054, avg_recon_loss: 1.8204, avg_vq_loss: 0.2850, acc: 0.4367

epoch: 13,  avg_loss: 2.0313, avg_recon_loss: 1.7382, avg_vq_loss: 0.2931, acc: 0.4528
val ---  avg_loss: 2.1268, avg_recon_loss: 1.8225, avg_vq_loss: 0.3042, acc: 0.4448

epoch: 14,  avg_loss: 2.0640, avg_recon_loss: 1.7255, avg_vq_loss: 0.3385, acc: 0.4587
val ---  avg_loss: 2.1531, avg_recon_loss: 1.7919, avg_vq_loss: 0.3612, acc: 0.4502

epoch: 15,  avg_loss: 2.1006, avg_recon_loss: 1.7054, avg_vq_loss: 0.3952, acc: 0.4655
val ---  avg_loss: 2.1965, avg_recon_loss: 1.7730, avg_vq_loss: 0.4236, acc: 0.4541

epoch: 16,  avg_loss: 2.1338, avg_recon_loss: 1.6901, avg_vq_loss: 0.4437, acc: 0.4689
val ---  avg_loss: 2.2063, avg_recon_loss: 1.7522, avg_vq_loss: 0.4541, acc: 0.4609

epoch: 17,  avg_loss: 2.1615, avg_recon_loss: 1.6778, avg_vq_loss: 0.4837, acc: 0.4724
val ---  avg_loss: 2.2468, avg_recon_loss: 1.7516, avg_vq_loss: 0.4952, acc: 0.4598

epoch: 18,  avg_loss: 2.1860, avg_recon_loss: 1.6681, avg_vq_loss: 0.5179, acc: 0.4743
val ---  avg_loss: 2.2885, avg_recon_loss: 1.7453, avg_vq_loss: 0.5431, acc: 0.4640

epoch: 19,  avg_loss: 2.2059, avg_recon_loss: 1.6625, avg_vq_loss: 0.5434, acc: 0.4754
val ---  avg_loss: 2.2665, avg_recon_loss: 1.7335, avg_vq_loss: 0.5330, acc: 0.4635

epoch: 20,  avg_loss: 2.2133, avg_recon_loss: 1.6511, avg_vq_loss: 0.5622, acc: 0.4785
val ---  avg_loss: 2.3031, avg_recon_loss: 1.7235, avg_vq_loss: 0.5796, acc: 0.4669

epoch: 21,  avg_loss: 2.2284, avg_recon_loss: 1.6417, avg_vq_loss: 0.5867, acc: 0.4820
val ---  avg_loss: 2.3215, avg_recon_loss: 1.7260, avg_vq_loss: 0.5955, acc: 0.4678

epoch: 22,  avg_loss: 2.2403, avg_recon_loss: 1.6338, avg_vq_loss: 0.6065, acc: 0.4850
val ---  avg_loss: 2.3289, avg_recon_loss: 1.7292, avg_vq_loss: 0.5998, acc: 0.4615

epoch: 23,  avg_loss: 2.2479, avg_recon_loss: 1.6270, avg_vq_loss: 0.6209, acc: 0.4885
val ---  avg_loss: 2.3409, avg_recon_loss: 1.7095, avg_vq_loss: 0.6314, acc: 0.4799

epoch: 24,  avg_loss: 2.2516, avg_recon_loss: 1.6165, avg_vq_loss: 0.6351, acc: 0.4931
val ---  avg_loss: 2.3417, avg_recon_loss: 1.6962, avg_vq_loss: 0.6456, acc: 0.4761

epoch: 25,  avg_loss: 2.2566, avg_recon_loss: 1.6075, avg_vq_loss: 0.6491, acc: 0.4950
val ---  avg_loss: 2.3488, avg_recon_loss: 1.6868, avg_vq_loss: 0.6620, acc: 0.4798

epoch: 26,  avg_loss: 2.2633, avg_recon_loss: 1.6028, avg_vq_loss: 0.6606, acc: 0.4954
val ---  avg_loss: 2.3602, avg_recon_loss: 1.6920, avg_vq_loss: 0.6682, acc: 0.4823

epoch: 27,  avg_loss: 2.2624, avg_recon_loss: 1.5985, avg_vq_loss: 0.6639, acc: 0.4958
val ---  avg_loss: 2.3553, avg_recon_loss: 1.6888, avg_vq_loss: 0.6666, acc: 0.4784

epoch: 28,  avg_loss: 2.2698, avg_recon_loss: 1.5969, avg_vq_loss: 0.6729, acc: 0.4970
val ---  avg_loss: 2.3544, avg_recon_loss: 1.6738, avg_vq_loss: 0.6806, acc: 0.4833

epoch: 29,  avg_loss: 2.2719, avg_recon_loss: 1.5865, avg_vq_loss: 0.6854, acc: 0.5003
val ---  avg_loss: 2.3576, avg_recon_loss: 1.6634, avg_vq_loss: 0.6942, acc: 0.4836

epoch: 30,  avg_loss: 2.2764, avg_recon_loss: 1.5812, avg_vq_loss: 0.6952, acc: 0.5001
val ---  avg_loss: 2.3889, avg_recon_loss: 1.6663, avg_vq_loss: 0.7226, acc: 0.4843

epoch: 31,  avg_loss: 2.2835, avg_recon_loss: 1.5791, avg_vq_loss: 0.7044, acc: 0.5017
val ---  avg_loss: 2.3616, avg_recon_loss: 1.6585, avg_vq_loss: 0.7030, acc: 0.4828

epoch: 32,  avg_loss: 2.2861, avg_recon_loss: 1.5732, avg_vq_loss: 0.7130, acc: 0.5037
val ---  avg_loss: 2.3929, avg_recon_loss: 1.6591, avg_vq_loss: 0.7338, acc: 0.4905

epoch: 33,  avg_loss: 2.2893, avg_recon_loss: 1.5687, avg_vq_loss: 0.7205, acc: 0.5051
val ---  avg_loss: 2.3641, avg_recon_loss: 1.6474, avg_vq_loss: 0.7167, acc: 0.4894

epoch: 34,  avg_loss: 2.2985, avg_recon_loss: 1.5696, avg_vq_loss: 0.7289, acc: 0.5024
val ---  avg_loss: 2.3971, avg_recon_loss: 1.6492, avg_vq_loss: 0.7479, acc: 0.4840

epoch: 35,  avg_loss: 2.2970, avg_recon_loss: 1.5632, avg_vq_loss: 0.7338, acc: 0.5041
val ---  avg_loss: 2.4126, avg_recon_loss: 1.6567, avg_vq_loss: 0.7560, acc: 0.4903

epoch: 36,  avg_loss: 2.2942, avg_recon_loss: 1.5609, avg_vq_loss: 0.7333, acc: 0.5063
val ---  avg_loss: 2.4033, avg_recon_loss: 1.6467, avg_vq_loss: 0.7566, acc: 0.4940

epoch: 37,  avg_loss: 2.2993, avg_recon_loss: 1.5571, avg_vq_loss: 0.7423, acc: 0.5069
val ---  avg_loss: 2.4061, avg_recon_loss: 1.6457, avg_vq_loss: 0.7605, acc: 0.4926

epoch: 38,  avg_loss: 2.3051, avg_recon_loss: 1.5543, avg_vq_loss: 0.7507, acc: 0.5086
val ---  avg_loss: 2.4165, avg_recon_loss: 1.6508, avg_vq_loss: 0.7657, acc: 0.4837

epoch: 39,  avg_loss: 2.3086, avg_recon_loss: 1.5471, avg_vq_loss: 0.7615, acc: 0.5099
val ---  avg_loss: 2.4178, avg_recon_loss: 1.6319, avg_vq_loss: 0.7859, acc: 0.4935

epoch: 40,  avg_loss: 2.3128, avg_recon_loss: 1.5424, avg_vq_loss: 0.7704, acc: 0.5127
val ---  avg_loss: 2.4198, avg_recon_loss: 1.6412, avg_vq_loss: 0.7786, acc: 0.4847

epoch: 41,  avg_loss: 2.3127, avg_recon_loss: 1.5384, avg_vq_loss: 0.7743, acc: 0.5132
val ---  avg_loss: 2.4192, avg_recon_loss: 1.6265, avg_vq_loss: 0.7927, acc: 0.4955

epoch: 42,  avg_loss: 2.3153, avg_recon_loss: 1.5330, avg_vq_loss: 0.7823, acc: 0.5150
val ---  avg_loss: 2.4128, avg_recon_loss: 1.6232, avg_vq_loss: 0.7896, acc: 0.4920

epoch: 43,  avg_loss: 2.3193, avg_recon_loss: 1.5350, avg_vq_loss: 0.7844, acc: 0.5123
val ---  avg_loss: 2.4160, avg_recon_loss: 1.6184, avg_vq_loss: 0.7976, acc: 0.4982

epoch: 44,  avg_loss: 2.3198, avg_recon_loss: 1.5307, avg_vq_loss: 0.7891, acc: 0.5122
val ---  avg_loss: 2.4142, avg_recon_loss: 1.6094, avg_vq_loss: 0.8048, acc: 0.4948

epoch: 45,  avg_loss: 2.3095, avg_recon_loss: 1.5238, avg_vq_loss: 0.7857, acc: 0.5174
val ---  avg_loss: 2.4148, avg_recon_loss: 1.6209, avg_vq_loss: 0.7939, acc: 0.5024

epoch: 46,  avg_loss: 2.2998, avg_recon_loss: 1.5186, avg_vq_loss: 0.7813, acc: 0.5193
val ---  avg_loss: 2.4141, avg_recon_loss: 1.6245, avg_vq_loss: 0.7896, acc: 0.4973

epoch: 47,  avg_loss: 2.3083, avg_recon_loss: 1.5218, avg_vq_loss: 0.7866, acc: 0.5181
